,Nom_Districte,Nom_Barri,Sexe,Nombre,Edat
12723,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Homes,16,74
12724,Sarrià-Sant Gervasi,Sarrià,Homes,79,74
12725,Sarrià-Sant Gervasi,les Tres Torres,Homes,66,74
12726,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Homes,105,74
12727,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Homes,163,74
12728,Sarrià-Sant Gervasi,el Putxet i el Farró,Homes,105,74
12729,Gràcia,Vallcarca i els Penitents,Homes,70,74
12730,Gràcia,el Coll,Homes,23,74
12731,Gràcia,la Salut,Homes,73,74
12732,Gràcia,la Vila de Gràcia,Homes,159,74
12733,Gràcia,el Camp d'en Grassot i Gràcia Nova,Homes,149,74
12734,Horta-Guinardó,el Baix Guinardó,Homes,99,74
12735,Horta-Guinardó,Can Baró,Homes,45,74
12736,Horta-Guinardó,el Guinardó,Homes,133,74
12737,Horta-Guinardó,la Font d'en Fargues,Homes,52,74
12738,Horta-Guinardó,el Carmel,Homes,120,74
12739,Horta-Guinardó,la Teixonera,Homes,41,74
12740,Horta-Guinardó,Sant Genís dels Agudells,Homes,25,74
12741,Horta-Guinardó,Montbau,Homes,17,74
12742,Horta-Guinardó,la Vall d'Hebron,Homes,29,74
12743,Horta-Guinardó,la Clota,Homes,1,74
12744,Horta-Guinardó,Horta,Homes,117,74
12745,Nou Barris,Vilapicina i la Torre Llobeta,Homes,109,74
12746,Nou Barris,Porta,Homes,107,74
12747,Nou Barris,el Turó de la Peira,Homes,33,74
12748,Nou Barris,Can Peguera,Homes,8,74
12749,Nou Barris,la Guineueta,Homes,79,74
12750,Nou Barris,Canyelles,Homes,37,74
12751,Nou Barris,les Roquetes,Homes,65,74
12752,Nou Barris,Verdun,Homes,48,74
12753,Nou Barris,la Prosperitat,Homes,128,74
12754,Nou Barris,la Trinitat Nova,Homes,27,74
12755,Nou Barris,Torre Baró,Homes,6,74
12756,Nou Barris,Ciutat Meridiana,Homes,29,74
12757,Nou Barris,Vallbona,Homes,4,74
12758,Sant Andreu,la Trinitat Vella,Homes,33,74
12759,Sant Andreu,Baró de Viver,Homes,8,74
12760,Sant Andreu,el Bon Pastor,Homes,42,74
12761,Sant Andreu,Sant Andreu,Homes,264,74
12762,Sant Andreu,la Sagrera,Homes,142,74
12763,Sant Andreu,el Congrés i els Indians,Homes,43,74
12764,Sant Andreu,Navas,Homes,89,74
12765,Sant Martí,el Camp de l'Arpa del Clot,Homes,174,74
12766,Sant Martí,el Clot,Homes,99,74
12767,Sant Martí,el Parc i la Llacuna del Poblenou,Homes,68,74
12768,Sant Martí,la Vila Olímpica del Poblenou,Homes,29,74
12769,Sant Martí,el Poblenou,Homes,104,74
12770,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Homes,44,74
12771,Sant Martí,el Besòs i el Maresme,Homes,56,74
12772,Sant Martí,Provençals del Poblenou,Homes,66,74
12773,Sant Martí,Sant Martí de Provençals,Homes,102,74
12774,Sant Martí,la Verneda i la Pau,Homes,153,74
12775,Ciutat Vella,el Raval,Homes,107,75
12776,Ciutat Vella,el Barri Gòtic,Homes,48,75
12777,Ciutat Vella,la Barceloneta,Homes,38,75
12778,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Homes,61,75
12779,Eixample,el Fort Pienc,Homes,118,75
12780,Eixample,la Sagrada Família,Homes,183,75
12781,Eixample,la Dreta de l'Eixample,Homes,189,75
12782,Eixample,l'Antiga Esquerra de l'Eixample,Homes,140,75
12783,Eixample,la Nova Esquerra de l'Eixample,Homes,246,75
12784,Eixample,Sant Antoni,Homes,128,75
12785,Sants-Montjuïc,el Poble Sec,Homes,106,75
12786,Sants-Montjuïc,la Marina del Prat Vermell,Homes,2,75
12787,Sants-Montjuïc,la Marina de Port,Homes,114,75
12788,Sants-Montjuïc,la Font de la Guatlla,Homes,35,75
12789,Sants-Montjuïc,Hostafrancs,Homes,65,75
12790,Sants-Montjuïc,la Bordeta,Homes,89,75
12791,Sants-Montjuïc,Sants - Badal,Homes,108,75
12792,Sants-Montjuïc,Sants,Homes,170,75
12793,Les Corts,les Corts,Homes,232,75
12794,Les Corts,la Maternitat i Sant Ramon,Homes,137,75
12795,Les Corts,Pedralbes,Homes,64,75
12796,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Homes,16,75
12797,Sarrià-Sant Gervasi,Sarrià,Homes,105,75
12798,Sarrià-Sant Gervasi,les Tres Torres,Homes,71,75
12799,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Homes,106,75
12800,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Homes,159,75
12801,Sarrià-Sant Gervasi,el Putxet i el Farró,Homes,120,75
12802,Gràcia,Vallcarca i els Penitents,Homes,73,75
12803,Gràcia,el Coll,Homes,28,75
12804,Gràcia,la Salut,Homes,61,75
12805,Gràcia,la Vila de Gràcia,Homes,173,75
12806,Gràcia,el Camp d'en Grassot i Gràcia Nova,Homes,150,75
12807,Horta-Guinardó,el Baix Guinardó,Homes,109,75
12808,Horta-Guinardó,Can Baró,Homes,43,75
12809,Horta-Guinardó,el Guinardó,Homes,172,75
12810,Horta-Guinardó,la Font d'en Fargues,Homes,55,75
12811,Horta-Guinardó,el Carmel,Homes,163,75
12812,Horta-Guinardó,la Teixonera,Homes,34,75
12813,Horta-Guinardó,Sant Genís dels Agudells,Homes,23,75
12814,Horta-Guinardó,Montbau,Homes,12,75
12815,Horta-Guinardó,la Vall d'Hebron,Homes,32,75
12816,Horta-Guinardó,la Clota,Homes,2,75
12817,Horta-Guinardó,Horta,Homes,119,75
12818,Nou Barris,Vilapicina i la Torre Llobeta,Homes,120,75
12819,Nou Barris,Porta,Homes,120,75
12820,Nou Barris,el Turó de la Peira,Homes,35,75
12821,Nou Barris,Can Peguera,Homes,8,75
12822,Nou Barris,la Guineueta,Homes,97,75
12823,Nou Barris,Canyelles,Homes,48,75
12824,Nou Barris,les Roquetes,Homes,73,75
12825,Nou Barris,Verdun,Homes,50,75
12826,Nou Barris,la Prosperitat,Homes,135,75
12827,Nou Barris,la Trinitat Nova,Homes,17,75
12828,Nou Barris,Torre Baró,Homes,8,75
12829,Nou Barris,Ciutat Meridiana,Homes,33,75
12830,Nou Barris,Vallbona,Homes,2,75
12831,Sant Andreu,la Trinitat Vella,Homes,36,75
12832,Sant Andreu,Baró de Viver,Homes,5,75
12833,Sant Andreu,el Bon Pastor,Homes,42,75
12834,Sant Andreu,Sant Andreu,Homes,287,75
12835,Sant Andreu,la Sagrera,Homes,151,75
12836,Sant Andreu,el Congrés i els Indians,Homes,63,75
12837,Sant Andreu,Navas,Homes,103,75
12838,Sant Martí,el Camp de l'Arpa del Clot,Homes,181,75
12839,Sant Martí,el Clot,Homes,103,75
12840,Sant Martí,el Parc i la Llacuna del Poblenou,Homes,54,75
12841,Sant Martí,la Vila Olímpica del Poblenou,Homes,32,75
12842,Sant Martí,el Poblenou,Homes,88,75
12843,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Homes,45,75
12844,Sant Martí,el Besòs i el Maresme,Homes,67,75
12845,Sant Martí,Provençals del Poblenou,Homes,79,75
12846,Sant Martí,Sant Martí de Provençals,Homes,122,75
12847,Sant Martí,la Verneda i la Pau,Homes,161,75
12848,Ciutat Vella,el Raval,Homes,104,76
12849,Ciutat Vella,el Barri Gòtic,Homes,32,76
12850,Ciutat Vella,la Barceloneta,Homes,38,76
12851,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Homes,59,76
12852,Eixample,el Fort Pienc,Homes,114,76
12853,Eixample,la Sagrada Família,Homes,179,76
12854,Eixample,la Dreta de l'Eixample,Homes,186,76
12855,Eixample,l'Antiga Esquerra de l'Eixample,Homes,128,76
12856,Eixample,la Nova Esquerra de l'Eixample,Homes,235,76
12857,Eixample,Sant Antoni,Homes,135,76
12858,Sants-Montjuïc,el Poble Sec,Homes,120,76
12859,Sants-Montjuïc,la Marina del Prat Vermell,Homes,5,76
12860,Sants-Montjuïc,la Marina de Port,Homes,121,76
12861,Sants-Montjuïc,la Font de la Guatlla,Homes,42,76
12862,Sants-Montjuïc,Hostafrancs,Homes,57,76
12863,Sants-Montjuïc,la Bordeta,Homes,63,76
12864,Sants-Montjuïc,Sants - Badal,Homes,88,76
12865,Sants-Montjuïc,Sants,Homes,153,76
12866,Les Corts,les Corts,Homes,226,76
12867,Les Corts,la Maternitat i Sant Ramon,Homes,141,76
12868,Les Corts,Pedralbes,Homes,53,76
12869,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Homes,11,76
12870,Sarrià-Sant Gervasi,Sarrià,Homes,94,76
12871,Sarrià-Sant Gervasi,les Tres Torres,Homes,54,76
12872,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Homes,94,76
12873,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Homes,163,76
12874,Sarrià-Sant Gervasi,el Putxet i el Farró,Homes,99,76
12875,Gràcia,Vallcarca i els Penitents,Homes,68,76
12876,Gràcia,el Coll,Homes,24,76
12877,Gràcia,la Salut,Homes,50,76
12878,Gràcia,la Vila de Gràcia,Homes,141,76
12879,Gràcia,el Camp d'en Grassot i Gràcia Nova,Homes,159,76
12880,Horta-Guinardó,el Baix Guinardó,Homes,105,76
12881,Horta-Guinardó,Can Baró,Homes,33,76
12882,Horta-Guinardó,el Guinardó,Homes,121,76
12883,Horta-Guinardó,la Font d'en Fargues,Homes,45,76
12884,Horta-Guinardó,el Carmel,Homes,136,76
12885,Horta-Guinardó,la Teixonera,Homes,54,76
12886,Horta-Guinardó,Sant Genís dels Agudells,Homes,21,76
12887,Horta-Guinardó,Montbau,Homes,7,76
12888,Horta-Guinardó,la Vall d'Hebron,Homes,40,76
12889,Horta-Guinardó,la Clota,Homes,1,76
12890,Horta-Guinardó,Horta,Homes,137,76
12891,Nou Barris,Vilapicina i la Torre Llobeta,Homes,119,76
12892,Nou Barris,Porta,Homes,114,76
12893,Nou Barris,el Turó de la Peira,Homes,34,76
12894,Nou Barris,Can Peguera,Homes,5,76
12895,Nou Barris,la Guineueta,Homes,60,76
12896,Nou Barris,Canyelles,Homes,37,76
12897,Nou Barris,les Roquetes,Homes,58,76
12898,Nou Barris,Verdun,Homes,53,76
12899,Nou Barris,la Prosperitat,Homes,134,76
12900,Nou Barris,la Trinitat Nova,Homes,13,76
12901,Nou Barris,Torre Baró,Homes,5,76
12902,Nou Barris,Ciutat Meridiana,Homes,32,76
12903,Nou Barris,Vallbona,Homes,3,76
12904,Sant Andreu,la Trinitat Vella,Homes,21,76
12905,Sant Andreu,Baró de Viver,Homes,9,76
12906,Sant Andreu,el Bon Pastor,Homes,45,76
12907,Sant Andreu,Sant Andreu,Homes,214,76
12908,Sant Andreu,la Sagrera,Homes,139,76
12909,Sant Andreu,el Congrés i els Indians,Homes,44,76
12910,Sant Andreu,Navas,Homes,112,76
12911,Sant Martí,el Camp de l'Arpa del Clot,Homes,192,76
12912,Sant Martí,el Clot,Homes,97,76
12913,Sant Martí,el Parc i la Llacuna del Poblenou,Homes,50,76
12914,Sant Martí,la Vila Olímpica del Poblenou,Homes,26,76
12915,Sant Martí,el Poblenou,Homes,101,76
12916,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Homes,42,76
12917,Sant Martí,el Besòs i el Maresme,Homes,72,76
12918,Sant Martí,Provençals del Poblenou,Homes,67,76
12919,Sant Martí,Sant Martí de Provençals,Homes,125,76
12920,Sant Martí,la Verneda i la Pau,Homes,142,76
12921,Ciutat Vella,el Raval,Homes,67,77
12922,Ciutat Vella,el Barri Gòtic,Homes,35,77
12923,Ciutat Vella,la Barceloneta,Homes,36,77
12924,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Homes,51,77
12925,Eixample,el Fort Pienc,Homes,97,77
12926,Eixample,la Sagrada Família,Homes,181,77
12927,Eixample,la Dreta de l'Eixample,Homes,146,77
12928,Eixample,l'Antiga Esquerra de l'Eixample,Homes,127,77
12929,Eixample,la Nova Esquerra de l'Eixample,Homes,201,77
12930,Eixample,Sant Antoni,Homes,136,77
12931,Sants-Montjuïc,el Poble Sec,Homes,109,77
12932,Sants-Montjuïc,la Marina del Prat Vermell,Homes,2,77
12933,Sants-Montjuïc,la Marina de Port,Homes,104,77
12934,Sants-Montjuïc,la Font de la Guatlla,Homes,39,77
12935,Sants-Montjuïc,Hostafrancs,Homes,48,77
12936,Sants-Montjuïc,la Bordeta,Homes,68,77
12937,Sants-Montjuïc,Sants - Badal,Homes,100,77
12938,Sants-Montjuïc,Sants,Homes,135,77
12939,Les Corts,les Corts,Homes,222,77
12940,Les Corts,la Maternitat i Sant Ramon,Homes,127,77
12941,Les Corts,Pedralbes,Homes,54,77
12942,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Homes,11,77
12943,Sarrià-Sant Gervasi,Sarrià,Homes,90,77
12944,Sarrià-Sant Gervasi,les Tres Torres,Homes,50,77
12945,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Homes,101,77
12946,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Homes,170,77
12947,Sarrià-Sant Gervasi,el Putxet i el Farró,Homes,103,77
12948,Gràcia,Vallcarca i els Penitents,Homes,69,77
12949,Gràcia,el Coll,Homes,31,77
12950,Gràcia,la Salut,Homes,54,77
12951,Gràcia,la Vila de Gràcia,Homes,134,77
12952,Gràcia,el Camp d'en Grassot i Gràcia Nova,Homes,121,77
12953,Horta-Guinardó,el Baix Guinardó,Homes,92,77
12954,Horta-Guinardó,Can Baró,Homes,43,77
12955,Horta-Guinardó,el Guinardó,Homes,167,77
12956,Horta-Guinardó,la Font d'en Fargues,Homes,47,77
12957,Horta-Guinardó,el Carmel,Homes,135,77
12958,Horta-Guinardó,la Teixonera,Homes,38,77
12959,Horta-Guinardó,Sant Genís dels Agudells,Homes,25,77
12960,Horta-Guinardó,Montbau,Homes,7,77
12961,Horta-Guinardó,la Vall d'Hebron,Homes,36,77
12962,Horta-Guinardó,la Clota,Homes,3,77
12963,Horta-Guinardó,Horta,Homes,101,77
12964,Nou Barris,Vilapicina i la Torre Llobeta,Homes,91,77
12965,Nou Barris,Porta,Homes,108,77
12966,Nou Barris,el Turó de la Peira,Homes,33,77
12967,Nou Barris,Can Peguera,Homes,4,77
12968,Nou Barris,la Guineueta,Homes,90,77
12969,Nou Barris,Canyelles,Homes,42,77
12970,Nou Barris,les Roquetes,Homes,60,77
12971,Nou Barris,Verdun,Homes,46,77
12972,Nou Barris,la Prosperitat,Homes,119,77
12973,Nou Barris,la Trinitat Nova,Homes,14,77
12974,Nou Barris,Torre Baró,Homes,8,77
12975,Nou Barris,Ciutat Meridiana,Homes,44,77
12976,Nou Barris,Vallbona,Homes,6,77
12977,Sant Andreu,la Trinitat Vella,Homes,30,77
12978,Sant Andreu,Baró de Viver,Homes,6,77
12979,Sant Andreu,el Bon Pastor,Homes,34,77
12980,Sant Andreu,Sant Andreu,Homes,251,77
12981,Sant Andreu,la Sagrera,Homes,105,77
12982,Sant Andreu,el Congrés i els Indians,Homes,47,77
12983,Sant Andreu,Navas,Homes,78,77
12984,Sant Martí,el Camp de l'Arpa del Clot,Homes,145,77
12985,Sant Martí,el Clot,Homes,86,77
12986,Sant Martí,el Parc i la Llacuna del Poblenou,Homes,55,77
12987,Sant Martí,la Vila Olímpica del Poblenou,Homes,21,77
12988,Sant Martí,el Poblenou,Homes,89,77
12989,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Homes,45,77
12990,Sant Martí,el Besòs i el Maresme,Homes,59,77
12991,Sant Martí,Provençals del Poblenou,Homes,60,77
12992,Sant Martí,Sant Martí de Provençals,Homes,129,77
12993,Sant Martí,la Verneda i la Pau,Homes,131,77
12994,Ciutat Vella,el Raval,Homes,74,78
12995,Ciutat Vella,el Barri Gòtic,Homes,29,78
12996,Ciutat Vella,la Barceloneta,Homes,33,78
12997,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Homes,48,78
12998,Eixample,el Fort Pienc,Homes,93,78
12999,Eixample,la Sagrada Família,Homes,163,78
13000,Eixample,la Dreta de l'Eixample,Homes,126,78
13001,Eixample,l'Antiga Esquerra de l'Eixample,Homes,107,78
13002,Eixample,la Nova Esquerra de l'Eixample,Homes,205,78
13003,Eixample,Sant Antoni,Homes,113,78
13004,Sants-Montjuïc,el Poble Sec,Homes,94,78
13005,Sants-Montjuïc,la Marina del Prat Vermell,Homes,2,78
13006,Sants-Montjuïc,la Marina de Port,Homes,99,78
13007,Sants-Montjuïc,la Font de la Guatlla,Homes,30,78
13008,Sants-Montjuïc,Hostafrancs,Homes,37,78
13009,Sants-Montjuïc,la Bordeta,Homes,56,78
13010,Sants-Montjuïc,Sants - Badal,Homes,80,78
13011,Sants-Montjuïc,Sants,Homes,132,78
13012,Les Corts,les Corts,Homes,168,78
13013,Les Corts,la Maternitat i Sant Ramon,Homes,106,78
13014,Les Corts,Pedralbes,Homes,43,78
13015,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Homes,12,78
13016,Sarrià-Sant Gervasi,Sarrià,Homes,73,78
13017,Sarrià-Sant Gervasi,les Tres Torres,Homes,47,78
13018,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Homes,78,78
13019,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Homes,154,78
13020,Sarrià-Sant Gervasi,el Putxet i el Farró,Homes,91,78
13021,Gràcia,Vallcarca i els Penitents,Homes,38,78
13022,Gràcia,el Coll,Homes,13,78
13023,Gràcia,la Salut,Homes,55,78
13024,Gràcia,la Vila de Gràcia,Homes,108,78
13025,Gràcia,el Camp d'en Grassot i Gràcia Nova,Homes,104,78
13026,Horta-Guinardó,el Baix Guinardó,Homes,86,78
13027,Horta-Guinardó,Can Baró,Homes,32,78
13028,Horta-Guinardó,el Guinardó,Homes,114,78
13029,Horta-Guinardó,la Font d'en Fargues,Homes,34,78
13030,Horta-Guinardó,el Carmel,Homes,107,78
13031,Horta-Guinardó,la Teixonera,Homes,42,78
13032,Horta-Guinardó,Sant Genís dels Agudells,Homes,19,78
13033,Horta-Guinardó,Montbau,Homes,9,78
13034,Horta-Guinardó,la Vall d'Hebron,Homes,35,78
13035,Horta-Guinardó,la Clota,Homes,0,78
13036,Horta-Guinardó,Horta,Homes,101,78
13037,Nou Barris,Vilapicina i la Torre Llobeta,Homes,86,78
13038,Nou Barris,Porta,Homes,79,78
13039,Nou Barris,el Turó de la Peira,Homes,22,78
13040,Nou Barris,Can Peguera,Homes,5,78
13041,Nou Barris,la Guineueta,Homes,63,78
13042,Nou Barris,Canyelles,Homes,24,78
13043,Nou Barris,les Roquetes,Homes,50,78
13044,Nou Barris,Verdun,Homes,36,78
13045,Nou Barris,la Prosperitat,Homes,115,78
13046,Nou Barris,la Trinitat Nova,Homes,18,78
13047,Nou Barris,Torre Baró,Homes,5,78
13048,Nou Barris,Ciutat Meridiana,Homes,39,78
13049,Nou Barris,Vallbona,Homes,2,78
13050,Sant Andreu,la Trinitat Vella,Homes,21,78
13051,Sant Andreu,Baró de Viver,Homes,5,78
13052,Sant Andreu,el Bon Pastor,Homes,23,78
13053,Sant Andreu,Sant Andreu,Homes,165,78
13054,Sant Andreu,la Sagrera,Homes,94,78
13055,Sant Andreu,el Congrés i els Indians,Homes,44,78
13056,Sant Andreu,Navas,Homes,79,78
13057,Sant Martí,el Camp de l'Arpa del Clot,Homes,115,78
13058,Sant Martí,el Clot,Homes,73,78
13059,Sant Martí,el Parc i la Llacuna del Poblenou,Homes,50,78
13060,Sant Martí,la Vila Olímpica del Poblenou,Homes,20,78
13061,Sant Martí,el Poblenou,Homes,61,78
13062,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Homes,44,78
13063,Sant Martí,el Besòs i el Maresme,Homes,48,78
13064,Sant Martí,Provençals del Poblenou,Homes,45,78
13065,Sant Martí,Sant Martí de Provençals,Homes,111,78
13066,Sant Martí,la Verneda i la Pau,Homes,141,78
13067,Ciutat Vella,el Raval,Homes,66,79
13068,Ciutat Vella,el Barri Gòtic,Homes,28,79
13069,Ciutat Vella,la Barceloneta,Homes,30,79
13070,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Homes,37,79
13071,Eixample,el Fort Pienc,Homes,107,79
13072,Eixample,la Sagrada Família,Homes,129,79
13073,Eixample,la Dreta de l'Eixample,Homes,100,79
13074,Eixample,l'Antiga Esquerra de l'Eixample,Homes,106,79
13075,Eixample,la Nova Esquerra de l'Eixample,Homes,185,79
13076,Eixample,Sant Antoni,Homes,111,79
13077,Sants-Montjuïc,el Poble Sec,Homes,78,79
13078,Sants-Montjuïc,la Marina del Prat Vermell,Homes,2,79
13079,Sants-Montjuïc,la Marina de Port,Homes,96,79
13080,Sants-Montjuïc,la Font de la Guatlla,Homes,20,79
13081,Sants-Montjuïc,Hostafrancs,Homes,47,79
13082,Sants-Montjuïc,la Bordeta,Homes,56,79
13083,Sants-Montjuïc,Sants - Badal,Homes,72,79
13084,Sants-Montjuïc,Sants,Homes,113,79
13085,Les Corts,les Corts,Homes,191,79
13086,Les Corts,la Maternitat i Sant Ramon,Homes,104,79
13087,Les Corts,Pedralbes,Homes,43,79
13088,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Homes,10,79
13089,Sarrià-Sant Gervasi,Sarrià,Homes,78,79
13090,Sarrià-Sant Gervasi,les Tres Torres,Homes,47,79
13091,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Homes,91,79
13092,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Homes,148,79
13093,Sarrià-Sant Gervasi,el Putxet i el Farró,Homes,84,79
13094,Gràcia,Vallcarca i els Penitents,Homes,50,79
13095,Gràcia,el Coll,Homes,31,79
13096,Gràcia,la Salut,Homes,42,79
13097,Gràcia,la Vila de Gràcia,Homes,109,79
13098,Gràcia,el Camp d'en Grassot i Gràcia Nova,Homes,104,79
13099,Horta-Guinardó,el Baix Guinardó,Homes,77,79
13100,Horta-Guinardó,Can Baró,Homes,28,79
13101,Horta-Guinardó,el Guinardó,Homes,102,79
13102,Horta-Guinardó,la Font d'en Fargues,Homes,33,79
13103,Horta-Guinardó,el Carmel,Homes,105,79
13104,Horta-Guinardó,la Teixonera,Homes,37,79
13105,Horta-Guinardó,Sant Genís dels Agudells,Homes,22,79
13106,Horta-Guinardó,Montbau,Homes,19,79
13107,Horta-Guinardó,la Vall d'Hebron,Homes,31,79
13108,Horta-Guinardó,la Clota,Homes,0,79
13109,Horta-Guinardó,Horta,Homes,85,79
13110,Nou Barris,Vilapicina i la Torre Llobeta,Homes,77,79
13111,Nou Barris,Porta,Homes,80,79
13112,Nou Barris,el Turó de la Peira,Homes,28,79
13113,Nou Barris,Can Peguera,Homes,5,79
13114,Nou Barris,la Guineueta,Homes,65,79
13115,Nou Barris,Canyelles,Homes,23,79
13116,Nou Barris,les Roquetes,Homes,40,79
13117,Nou Barris,Verdun,Homes,38,79
13118,Nou Barris,la Prosperitat,Homes,94,79
13119,Nou Barris,la Trinitat Nova,Homes,12,79
13120,Nou Barris,Torre Baró,Homes,2,79
13121,Nou Barris,Ciutat Meridiana,Homes,32,79
13122,Nou Barris,Vallbona,Homes,2,79
13123,Sant Andreu,la Trinitat Vella,Homes,15,79
13124,Sant Andreu,Baró de Viver,Homes,3,79
13125,Sant Andreu,el Bon Pastor,Homes,34,79
13126,Sant Andreu,Sant Andreu,Homes,146,79
13127,Sant Andreu,la Sagrera,Homes,101,79
13128,Sant Andreu,el Congrés i els Indians,Homes,34,79
13129,Sant Andreu,Navas,Homes,62,79
13130,Sant Martí,el Camp de l'Arpa del Clot,Homes,110,79
13131,Sant Martí,el Clot,Homes,60,79
13132,Sant Martí,el Parc i la Llacuna del Poblenou,Homes,26,79
13133,Sant Martí,la Vila Olímpica del Poblenou,Homes,20,79
13134,Sant Martí,el Poblenou,Homes,76,79
13135,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Homes,35,79
13136,Sant Martí,el Besòs i el Maresme,Homes,38,79
13137,Sant Martí,Provençals del Poblenou,Homes,46,79
13138,Sant Martí,Sant Martí de Provençals,Homes,97,79
13139,Sant Martí,la Verneda i la Pau,Homes,104,79
13140,Ciutat Vella,el Raval,Homes,69,80
13141,Ciutat Vella,el Barri Gòtic,Homes,27,80
13142,Ciutat Vella,la Barceloneta,Homes,45,80
13143,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Homes,53,80
13144,Eixample,el Fort Pienc,Homes,69,80
13145,Eixample,la Sagrada Família,Homes,153,80
13146,Eixample,la Dreta de l'Eixample,Homes,146,80
13147,Eixample,l'Antiga Esquerra de l'Eixample,Homes,147,80
13148,Eixample,la Nova Esquerra de l'Eixample,Homes,221,80
13149,Eixample,Sant Antoni,Homes,138,80
13150,Sants-Montjuïc,el Poble Sec,Homes,91,80
13151,Sants-Montjuïc,la Marina del Prat Vermell,Homes,2,80
13152,Sants-Montjuïc,la Marina de Port,Homes,86,80
13153,Sants-Montjuïc,la Font de la Guatlla,Homes,47,80
13154,Sants-Montjuïc,Hostafrancs,Homes,45,80
13155,Sants-Montjuïc,la Bordeta,Homes,78,80
13156,Sants-Montjuïc,Sants - Badal,Homes,71,80
13157,Sants-Montjuïc,Sants,Homes,135,80
13158,Les Corts,les Corts,Homes,214,80
13159,Les Corts,la Maternitat i Sant Ramon,Homes,104,80
13160,Les Corts,Pedralbes,Homes,48,80
13161,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Homes,14,80
13162,Sarrià-Sant Gervasi,Sarrià,Homes,90,80
13163,Sarrià-Sant Gervasi,les Tres Torres,Homes,51,80
13164,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Homes,83,80
13165,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Homes,158,80
13166,Sarrià-Sant Gervasi,el Putxet i el Farró,Homes,105,80
13167,Gràcia,Vallcarca i els Penitents,Homes,56,80
13168,Gràcia,el Coll,Homes,31,80
13169,Gràcia,la Salut,Homes,49,80
13170,Gràcia,la Vila de Gràcia,Homes,150,80
13171,Gràcia,el Camp d'en Grassot i Gràcia Nova,Homes,144,80
13172,Horta-Guinardó,el Baix Guinardó,Homes,88,80
13173,Horta-Guinardó,Can Baró,Homes,33,80
13174,Horta-Guinardó,el Guinardó,Homes,124,80
13175,Horta-Guinardó,la Font d'en Fargues,Homes,38,80
13176,Horta-Guinardó,el Carmel,Homes,128,80
13177,Horta-Guinardó,la Teixonera,Homes,42,80
13178,Horta-Guinardó,Sant Genís dels Agudells,Homes,27,80
13179,Horta-Guinardó,Montbau,Homes,28,80
13180,Horta-Guinardó,la Vall d'Hebron,Homes,26,80
13181,Horta-Guinardó,la Clota,Homes,1,80
13182,Horta-Guinardó,Horta,Homes,123,80
13183,Nou Barris,Vilapicina i la Torre Llobeta,Homes,94,80
13184,Nou Barris,Porta,Homes,115,80
13185,Nou Barris,el Turó de la Peira,Homes,51,80
13186,Nou Barris,Can Peguera,Homes,9,80
13187,Nou Barris,la Guineueta,Homes,62,80
13188,Nou Barris,Canyelles,Homes,31,80
13189,Nou Barris,les Roquetes,Homes,47,80
13190,Nou Barris,Verdun,Homes,38,80
13191,Nou Barris,la Prosperitat,Homes,145,80
13192,Nou Barris,la Trinitat Nova,Homes,18,80
13193,Nou Barris,Torre Baró,Homes,3,80
13194,Nou Barris,Ciutat Meridiana,Homes,33,80
13195,Nou Barris,Vallbona,Homes,4,80
13196,Sant Andreu,la Trinitat Vella,Homes,38,80
13197,Sant Andreu,Baró de Viver,Homes,7,80
